191.273, 129.430, 8.333, 19.691 False
190.995, 129.433, 8.333, 19.724 False
190.718, 129.436, 8.333, 19.757 False
190.440, 129.439, 8.333, 19.790 False
190.162, 129.442, 8.333, 19.823 False
189.884, 129.444, 8.333, 19.856 False
189.607, 129.447, 8.333, 19.889 False
189.329, 129.450, 8.333, 19.922 False
189.051, 129.452, 8.333, 19.955 False
188.773, 129.455, 8.333, 19.988 False
188.495, 129.458, 8.333, 20.021 False
188.218, 129.460, 8.333, 20.054 False
187.940, 129.463, 8.333, 20.087 False
187.662, 129.465, 8.333, 20.120 False
187.384, 129.468, 8.333, 20.153 False
187.107, 129.470, 8.333, 20.186 False
186.829, 129.473, 8.333, 20.219 False
186.551, 129.475, 8.333, 20.252 False
186.273, 129.478, 8.333, 20.285 False
185.996, 129.480, 8.333, 20.318 False
185.718, 129.483, 8.333, 20.351 False
185.440, 129.485, 8.333, 20.384 False
185.162, 129.487, 8.333, 20.417 False
184.884, 129.490, 8.333, 20.450 False
184.607, 129.492, 8.333, 20.483 False
184.329, 129.494, 8.333, 20.516 False
184.051, 129.496, 8.333, 20.549 False
183.773, 129.498, 8.333, 20.582 False
183.496, 129.501, 8.333, 20.615 False
183.218, 129.503, 8.333, 20.648 False
182.940, 129.505, 8.333, 20.681 False
182.662, 129.507, 8.333, 20.714 False
182.384, 129.508, 8.333, 20.747 False
182.107, 129.510, 8.333, 20.780 False
181.829, 129.511, 8.333, 20.813 False
181.551, 129.513, 8.333, 20.846 False
181.273, 129.514, 8.333, 20.879 False
180.996, 129.516, 8.333, 20.912 False
180.718, 129.518, 8.333, 20.945 False
180.440, 129.519, 8.333, 20.978 False
180.162, 129.521, 8.333, 21.011 False
179.885, 129.522, 8.333, 21.044 False
179.607, 129.524, 8.333, 21.077 False
179.329, 129.525, 8.333, 21.110 False
179.051, 129.526, 8.333, 21.143 False
178.773, 129.528, 8.333, 21.176 False
178.496, 129.529, 8.333, 21.209 False
178.218, 129.531, 8.333, 21.242 False
177.940, 129.532, 8.333, 21.275 False
177.662, 129.533, 8.333, 21.308 False
177.385, 129.534, 8.333, 21.341 False
177.107, 129.535, 8.333, 21.374 False
176.829, 129.537, 8.333, 21.407 False
176.551, 129.538, 8.333, 21.440 False
176.273, 129.539, 8.333, 21.473 False
175.996, 129.540, 8.333, 21.506 False
175.718, 129.541, 8.333, 21.539 False
175.440, 129.542, 8.333, 21.572 False
175.162, 129.543, 8.333, 21.605 False
174.885, 129.544, 8.333, 21.638 False
174.607, 129.545, 8.333, 21.671 False
174.329, 129.546, 8.333, 21.704 False
174.051, 129.547, 8.333, 21.737 False
173.774, 129.548, 8.333, 21.770 False
173.496, 129.549, 8.333, 21.803 False
173.218, 129.550, 8.333, 21.836 False
172.940, 129.551, 8.333, 21.869 False
172.662, 129.551, 8.333, 21.902 False
172.385, 129.552, 8.333, 21.935 False
